,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,cat
2893,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.72275, 'longitude': -73.99622}",(212) 965-0500,1931.4856906513958,rubirosa-new-york-2,https://s3-media1.fl.yelpcdn.com/bphoto/ZXGCJNOL71y8x8eMI0zzjA/o.jpg,False,"{'address1': '235 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['235 Mulberry St', 'New York, NY 10012']}",Rubirosa,+12129650500,$$,4.0,1379,[],https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2894,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.733714, 'longitude': -74.005068}",(212) 255-5757,3271.9116518718474,l-artusi-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/xrR-LIfmC0r4ej7F5uFhdA/o.jpg,False,"{'address1': '228 W 10th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['228 W 10th St', 'New York, NY 10014']}",L'Artusi,+12122555757,$$$,4.5,1404,['restaurant_reservation'],https://www.yelp.com/biz/l-artusi-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2895,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.8546515, 'longitude': -73.8883526}",(718) 220-1027,18836.923336558557,trattoria-zero-otto-nove-bronx,https://s3-media1.fl.yelpcdn.com/bphoto/tXWDSehBczSPzr1pobN9og/o.jpg,False,"{'address1': '2357 Arthur Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10458', 'country': 'US', 'state': 'NY', 'display_address': ['2357 Arthur Ave', 'Bronx, NY 10458']}",Trattoria Zero Otto Nove,+17182201027,$$,4.0,572,[],https://www.yelp.com/biz/trattoria-zero-otto-nove-bronx?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2896,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 40.7043362, 'longitude': -74.0101733}",(212) 248-3838,1344.26716000376,adriennes-pizzabar-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/IgN6YZuVtWtKsQuwyU8cvg/o.jpg,False,"{'address1': '54 Stone St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['54 Stone St', 'New York, NY 10004']}",Adrienne's Pizzabar,+12122483838,$$,4.0,1274,['delivery'],https://www.yelp.com/biz/adriennes-pizzabar-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2897,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.5946594104612, 'longitude': -73.9815150338912}",(718) 449-1230,12365.845332268633,l-and-b-spumoni-gardens-brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/4eoLvieoGpta0SXXqhd5HA/o.jpg,False,"{'address1': '2725 86th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['2725 86th St', 'Brooklyn, NY 11223']}",L & B Spumoni Gardens,+17184491230,$,4.0,2769,['delivery'],https://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2898,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7353962496717, 'longitude': -74.0031888223197}",(212) 691-9359,3413.7710555773533,extra-virgin-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/7lrZmO0b6eg6yJHQuaaXXA/o.jpg,False,"{'address1': '259 W 4th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['259 W 4th St', 'New York, NY 10014']}",Extra Virgin,+12126919359,$$,4.0,1069,"['delivery', 'pickup']",https://www.yelp.com/biz/extra-virgin-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2899,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.740786390096, 'longitude': -74.004707709295}",(212) 691-0555,4026.6038971872194,scarpetta-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/gfjQ-MikbzoTGUrfu8BDCA/o.jpg,False,"{'address1': '355 W 14th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['355 W 14th St', 'New York, NY 10014']}",Scarpetta,+12126910555,$$$,4.0,1573,[],https://www.yelp.com/biz/scarpetta-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2900,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.705043534338, 'longitude': -73.93357123374}",(718) 417-1118,5118.690592137342,robertas-brooklyn-2,https://s3-media4.fl.yelpcdn.com/bphoto/xRNPKIfF2Gr02zBiBl3dSA/o.jpg,False,"{'address1': '261 Moore St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['261 Moore St', 'Brooklyn, NY 11206']}",Roberta's,+17184171118,$$,4.0,2203,['restaurant_reservation'],https://www.yelp.com/biz/robertas-brooklyn-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2901,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.75619, 'longitude': -73.9937}",(212) 643-2000,5641.778566921117,mercato-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/t_68MYdZy7RnBurwmwuRzQ/o.jpg,False,"{'address1': '352 W 39th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['352 W 39th St', 'New York, NY 10018']}",Mercato,+12126432000,$$,4.0,646,[],https://www.yelp.com/biz/mercato-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2902,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.76083, 'longitude': -73.98981}",(212) 397-7597,6169.895891426366,becco-new-york-4,https://s3-media3.fl.yelpcdn.com/bphoto/w5_bccA0edjbSwzUVZS-PA/o.jpg,False,"{'address1': '355 W 46th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['355 W 46th St', 'New York, NY 10036']}",Becco,+12123977597,$$$,3.5,2284,['restaurant_reservation'],https://www.yelp.com/biz/becco-new-york-4?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2903,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 40.73069, 'longitude': -74.00015}",(212) 529-5945,2852.210394127454,la-lanterna-di-vittorio-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/NjFHl8jCS0ncbP-LGZmRhA/o.jpg,False,"{'address1': '129 MacDougal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['129 MacDougal St', 'New York, NY 10012']}",La Lanterna Di Vittorio,+12125295945,$$,4.0,1243,['restaurant_reservation'],https://www.yelp.com/biz/la-lanterna-di-vittorio-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2904,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.733826, 'longitude': -73.999852}",(212) 243-6546,3190.416616101492,olio-e-piú-new-york-3,https://s3-media4.fl.yelpcdn.com/bphoto/CUpPgz_Q4QBHxxxxDJJTTA/o.jpg,False,"{'address1': '3 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['3 Greenwich Ave', 'New York, NY 10014']}",Olio e Piú,+12122436546,$$,4.0,919,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/olio-e-pi%C3%BA-new-york-3?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2905,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.732852, 'longitude': -74.004213}",(212) 255-3590,3160.118255247256,buvette-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/hkrgfxvjBczxwpplZJel3w/o.jpg,False,"{'address1': '42 Grove St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['42 Grove St', 'New York, NY 10014']}",Buvette,+12122553590,$$,4.0,1313,[],https://www.yelp.com/biz/buvette-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2906,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.71861, 'longitude': -73.99754}",(212) 226-3177,1487.115645404922,pellegrinos-italian-restaurant-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/Il-ZDgTbxhoXMLJuG3Msxg/o.jpg,False,"{'address1': '138 Mulberry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['138 Mulberry St', 'New York, NY 10013']}",Pellegrino's Italian Restaurant,+12122263177,$$,4.0,598,[],https://www.yelp.com/biz/pellegrinos-italian-restaurant-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2907,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.854286, 'longitude': -73.888992}",(718) 733-2807,18779.101911702175,dominicks-restaurant-bronx,https://s3-media1.fl.yelpcdn.com/bphoto/ObpbU6DBbcyAUWOnE7KgWQ/o.jpg,False,"{'address1': '2335 Arthur Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10458', 'country': 'US', 'state': 'NY', 'display_address': ['2335 Arthur Ave', 'Bronx, NY 10458']}",Dominick's Restaurant,+17187332807,$$,4.0,274,[],https://www.yelp.com/biz/dominicks-restaurant-bronx?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2908,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7198601300801, 'longitude': -74.010039072422}",(212) 925-3797,2081.004417850334,locanda-verde-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/gaMeTVSZXGMOZUMwgWO7Fg/o.jpg,False,"{'address1': '377 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['377 Greenwich St', 'New York, NY 10013']}",Locanda Verde,+12129253797,$$$,4.0,1384,['restaurant_reservation'],https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2909,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.72765, 'longitude': -74.00021}",(212) 982-5089,2516.74622052391,lupa-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/PDwjcrbRujUNGlWHEMyICA/o.jpg,False,"{'address1': '170 Thompson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['170 Thompson St', 'New York, NY 10012']}",Lupa,+12129825089,$$$,4.0,1316,[],https://www.yelp.com/biz/lupa-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2910,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.73881, 'longitude': -73.9940699}",(212) 366-0888,3722.4668608265356,basta-pasta-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/OPjEeEqkKbHmwvsMtQDMjg/o.jpg,False,"{'address1': '37 W 17th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['37 W 17th St', 'New York, NY 10011']}",Basta Pasta,+12123660888,$$,4.0,1252,[],https://www.yelp.com/biz/basta-pasta-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2911,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.71087, 'longitude': -74.00753}",(212) 285-2668,1262.3885829449898,da-claudio-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/XLxqA77QYDZwKS_h6tGdWw/o.jpg,False,"{'address1': '21 Ann St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['21 Ann St', 'New York, NY 10038']}",Da Claudio,+12122852668,$$,4.0,279,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/da-claudio-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2912,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.707999, 'longitude': -74.0142651}",(212) 480-6800,1717.5526902807699,sauce-and-barrel-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/ru72COF1qvGV1OgPyVP4RA/o.jpg,False,"{'address1': '97 Washington St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['97 Washington St', 'New York, NY 10006']}",Sauce & Barrel,+12124806800,$$,4.0,150,[],https://www.yelp.com/biz/sauce-and-barrel-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2913,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]","{'latitude': 40.76281, 'longitude': -73.92089}",(718) 626-0087,8888.67748572103,il-bambino-astoria,https://s3-media3.fl.yelpcdn.com/bphoto/Uq7qPyxZlchMtBZXiaAKrQ/o.jpg,False,"{'address1': '34-08 31st Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['34-08 31st Ave', 'Astoria, NY 11106']}",Il Bambino,+17186260087,$$,4.5,1114,[],https://www.yelp.com/biz/il-bambino-astoria?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2914,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.702662, 'longitude': -73.989177}",(718) 855-5288,530.801317705516,almar-brooklyn-2,https://s3-media1.fl.yelpcdn.com/bphoto/4HrrfAw2WL6oJ98Qu9ETXw/o.jpg,False,"{'address1': '111 Front St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['111 Front St', 'Brooklyn, NY 11201']}",AlMar,+17188555288,$$,4.0,299,[],https://www.yelp.com/biz/almar-brooklyn-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2915,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]","{'latitude': 40.719107292949, 'longitude': -73.9975398002347}",(646) 858-0470,1543.6384437648278,aunt-jakes-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/cITkjB2SEObtQwLLJAgT8g/o.jpg,False,"{'address1': '151 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['151 Mulberry St', 'New York, NY 10013']}",Aunt Jake's,+16468580470,$$,4.0,555,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/aunt-jakes-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2916,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7565078735352, 'longitude': -73.9853820800781}",(212) 221-0100,5726.486958190084,tonys-di-napoli-new-york-4,https://s3-media4.fl.yelpcdn.com/bphoto/Jqf7o6WMxCFzjUBPILVoYA/o.jpg,False,"{'address1': '147 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['147 W 43rd St', 'New York, NY 10036']}",Tony's Di Napoli,+12122210100,$$,4.0,1551,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/tonys-di-napoli-new-york-4?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2917,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7794799804688, 'longitude': -73.9600982666016}",(212) 717-4407,8720.97123494175,grazie-new-york-3,https://s3-media4.fl.yelpcdn.com/bphoto/c3SWeey4nAgPfrSJznAR0Q/o.jpg,False,"{'address1': '26 E 84th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['26 E 84th St', 'New York, NY 10028']}",Grazie,+12127174407,$$,4.0,241,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/grazie-new-york-3?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2918,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.70789, 'longitude': -74.00712}",(212) 785-5950,1117.555372712402,felice-new-york-6,https://s3-media2.fl.yelpcdn.com/bphoto/NFsHHbsYXhajp291EG384w/o.jpg,False,"{'address1': '15 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['15 Gold St', 'New York, NY 10038']}",Felice,+12127855950,$$,4.0,217,"['delivery', 'pickup']",https://www.yelp.com/biz/felice-new-york-6?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2919,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.6127378, 'longitude': -74.0339271}",(718) 833-1313,10866.224279494383,positano-restaurant-brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/3g0OJ1ecfXhkTzeTW_RktA/o.jpg,False,"{'address1': '10018 4th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['10018 4th Ave', 'Brooklyn, NY 11209']}",Positano Restaurant,+17188331313,$$,4.5,155,[],https://www.yelp.com/biz/positano-restaurant-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2920,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 40.7587532028653, 'longitude': -73.925540484488}",(718) 729-9080,8288.340473332548,gastroteca-astoria,https://s3-media4.fl.yelpcdn.com/bphoto/L2_TOncvIz4qaiDm9PkiOA/o.jpg,False,"{'address1': '33-02 34th Ave', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-02 34th Ave', 'Astoria, NY 11106']}",Gastroteca,+17187299080,$$,4.0,670,['pickup'],https://www.yelp.com/biz/gastroteca-astoria?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2921,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7364097, 'longitude': -73.9550825}",(718) 389-0160,4772.264728394762,milk-and-roses-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/UcBkwbrixc69gGdCsqnWFg/o.jpg,False,"{'address1': '1110 Manhattan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['1110 Manhattan Ave', 'Brooklyn, NY 11222']}",Milk And Roses,+17183890160,$$,4.0,290,[],https://www.yelp.com/biz/milk-and-roses-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2922,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7200621068478, 'longitude': -73.9961392432451}",(212) 219-0019,1637.3300033815,pepe-rosso-social-new-york-2,https://s3-media1.fl.yelpcdn.com/bphoto/MErF46rFrXUcnnfERnLDyw/o.jpg,False,"{'address1': '173 Mott St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['173 Mott St', 'New York, NY 10013']}",Pepe Rosso Social,+12122190019,$$,4.0,626,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/pepe-rosso-social-new-york-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2923,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.707077, 'longitude': -74.002464}",(212) 962-0053,711.704497503942,fresh-salt-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/vPxwOU7duUBah5CQCz6r-A/o.jpg,False,"{'address1': '146 Beekman St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['146 Beekman St', 'New York, NY 10038']}",Fresh Salt,+12129620053,$$,4.0,343,[],https://www.yelp.com/biz/fresh-salt-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2924,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.69979, 'longitude': -73.99203}",(718) 625-3737,655.54351917047,noodle-pudding-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/a9hX2-KJ1-hhe5-VRpTbpA/o.jpg,False,"{'address1': '38 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['38 Henry St', 'Brooklyn, NY 11201']}",Noodle Pudding,+17186253737,$$,4.0,480,[],https://www.yelp.com/biz/noodle-pudding-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
2925,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.72168, 'longitude': -74.00141}",(212) 966-9288,1901.1960633634717,galli-restaurant-new-york-3,https://s3-media3.fl.yelpcdn.com/bphoto/U7xYDhKJ2JlEDcau1psLyg/o.jpg,False,"{'address1': '45 Mercer St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['45 Mercer St', 'New York, NY 10013']}",Galli Restaurant,+12129669288,$$,4.0,662,"['delivery', 'pickup']",https://www.yelp.com/biz/galli-restaurant-new-york-3?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,italian
